,pair_id,id_1,id_2,text_1,text_2,is_paraphrase
386,401,398,4505,"['задержать', 'подозревать', 'в', 'покушение', 'на', 'кандидат', 'в', 'президент', 'армения']","['в', 'армения', 'задержать', 'подозревать', 'в', 'покушение', 'на', 'кандидат', 'в', 'президент']",1
387,402,495,4591,"['в', 'комитет', 'по', 'транспорт', 'правительство', 'петербург', 'пройти', 'обыск']","['фсб', 'обыскать', 'комитет', 'по', 'транспорт', 'петербург']",1
388,403,496,4592,"['прокуратура', 'петербург', 'обязать', '``', 'вконтакте', ""''"", 'заблокировать', 'группа', 'чайлдфри']","['вконтакте', 'заблокировать', 'группа', 'чайлдфри', 'по', 'требование', 'прокуратура']",1
389,404,483,4593,"['счётный', 'палата', 'проверить', 'сбербанк', 'но', 'только', 'после', 'олимпиада']","['счётный', 'палата', 'проверить', 'турецкий', 'покупка', 'сбербанк']",-1
390,405,334,4430,"['руководство', 'один', 'из', 'район', 'санкт-петербург', 'попасться', 'на', 'хищение']","['задержать', 'бывший', 'замглавы', 'приморский', 'район', 'петербург']",-1
391,406,338,4430,"['экс-замглавы', 'приморский', 'район', 'петербург', 'задержать', 'по', 'дело', 'о', 'хищение', '174', 'млн', 'руб']","['задержать', 'бывший', 'замглавы', 'приморский', 'район', 'петербург']",0
392,407,572,4676,"['объявить', 'номинант', 'премия', 'за', 'самый', 'нелепый', 'название', 'книга']","['объявить', 'номинант', 'на', 'самый', 'глупый', 'название', 'книга']",1
393,408,573,4677,"['к', 'олег', 'митволя', 'прислать', 'с', 'обыск']","['к', 'митволя', 'прислать', 'с', 'обыск']",1
394,409,491,4594,"['гран-при', 'world', 'press', 'photo', 'получить', 'снимка', 'погибнуть', 'ребёнок', 'газа']","['в', 'world', 'press', 'photo', 'победить', 'снимка', 'погибнуть', 'палестинский', 'ребёнок']",0
395,410,577,4678,"['в', 'квартира', 'экс-министр', 'спорт', 'грузия', 'произойти', 'убийство']","['экс-министр', 'спорт', 'грузия', 'задержать', 'после', 'убийство', 'в', 'он', 'квартира']",0
396,411,327,4431,"['в', 'нидерланды', 'национализировать', 'четвёртый', 'по', 'величина', 'банк']","['нидерланды', 'национализировать', 'крупный', 'банк']",0
397,412,397,4506,"['в', 'москва', 'задержать', 'студент-лихач', 'на', 'porsche', 'cayenne']","['в', 'москва', 'арестовать', 'чёрный', 'дьявол', 'на', 'porsche', 'cayenne']",0
398,413,400,4507,"['мид', 'на', 'захватить', 'в', 'камерун', 'британский', 'судно', 'быть', 'россиянин']","['у', 'берег', 'камерун', 'захватить', 'британский', 'судно', 'с', 'два', 'россиянин']",0
399,414,574,4679,"['хабаровск', 'официально', 'получить', 'звание', '``', 'город', 'воинский', 'слава', ""''""]","['хабаровск', 'стать', 'город', 'воинский', 'слава']",1
400,415,396,4508,"['власть', 'петербург', 'защитить', 'мариинк', 'от', '``', 'сценарий', 'герострата', ""''""]","['вице-губернатор', 'петербург', 'встать', 'на', 'защита', 'второй', 'сцена', 'мариинк']",0
401,416,329,4432,"['официальный', 'курс', 'доллар', 'упасть', 'ниже', '30', 'руб', 'впервые', 'с', 'май', '2012г']","['цб', 'впервые', 'с', 'начало', 'год', 'опустить', 'курс', 'доллар', 'ниже', '30', 'рубль']",0
402,417,490,4595,"['начштаб', 'южный', 'военный', 'округ', 'обвинить', 'в', 'превышение', 'полномочие']","['начальник', 'штаб', 'юво', 'обвинить', 'в', 'превышение', 'полномочие']",1
403,418,328,4434,"['сбербанк', 'отказываться', 'принимать', 'чек', 'american', 'express']","['сбербанк', 'отказаться', 'от', 'чековый', 'american', 'express']",1
404,419,332,4435,"['в', 'москва', 'появиться', 'новый', 'билет', 'на', 'общественный', 'транспорт']","['к', 'замоскворецкий', 'линия', 'метро', 'пристроить', 'ещё', 'два', 'станция']",-1
405,420,576,4680,"['бывший', 'клавишник', '``', 'ласковый', 'май', ""''"", 'убить', 'в', 'подмосковье']","['в', 'подмосковье', 'убить', 'клавишник', 'ласковый', 'май']",1
406,421,482,4596,"['кндр', 'намекнуть', 'на', 'более', 'мощный', 'ядерный', 'испытание']","['кндр', 'пообещать', 'китай', 'провести', 'новый', 'ядерный', 'испытание']",0
407,422,488,4597,"['ущерб', 'от', 'падение', 'метеорит', 'превысить', '1', 'млрд', 'рубль']","['ущерб', 'от', 'челябинский', 'метеорит', 'превысить', 'миллиард', 'рубль']",1
408,423,481,4598,"['закон', 'о', '``', 'резиновый', 'квартира', ""''"", 'принять', 'депутат', 'в', 'первый', 'чтение']","['госдума', 'принять', 'в', 'первый', 'чтение', 'закон', 'о', 'резиновый', 'квартира']",1
409,424,580,4681,"['по', 'сирийский', 'алеппо', 'нанести', 'ракетный', 'удар', 'десятка', 'погибнуть']","['по', 'алеппо', 'нанести', 'новый', 'ракетный', 'удар']",0
410,425,581,4682,"['в', 'сша', 'обнаружить', 'утечка', 'из', '6', 'резервуар', 'для', 'ядерный', 'отход']","['в', 'сша', 'произойти', 'утечка', 'в', 'хранилище', 'ядерный', 'отход']",0
411,426,579,4683,"['moody', ""'s"", 'понизить', 'кредитный', 'рейтинг', 'великобритания', 'на', '1', 'ступень']","['moody', ""'s"", 'понизить', 'рейтинг', 'британский', 'гособлигация']",0
412,427,333,4436,"['перед', 'здание', 'посольство', 'сша', 'в', 'анкара', 'прогреметь', 'взрыв']","['у', 'посольство', 'сша', 'в', 'анкара', 'произойти', 'взрыв']",1
413,428,578,4684,"['парламентский', 'выборы', 'в', 'египет', 'перенести', 'по', 'просьба', 'копт']","['перенести', 'дата', 'начало', 'парламентский', 'выборы', 'в', 'египет']",0
414,429,586,4685,"['на', 'гонка', 'nascar', 'в', 'сша', 'столкнуться', '10', 'машина', '33', 'пострадать']","['на', 'финиш', 'гонка', 'nascar', 'в', 'дайтоня', 'столкнуться', '10', 'автомобиль']",0
415,430,587,4685,"['на', 'гонка', 'nascar', 'в', 'сша', 'столкнуться', '10', 'машина']","['на', 'финиш', 'гонка', 'nascar', 'в', 'дайтоня', 'столкнуться', '10', 'автомобиль']",0
416,431,584,4686,"['в', 'италия', 'проходить', 'выборы', 'в', 'парламент']","['в', 'италия', 'начаться', 'парламентский', 'выборы']",1
417,432,585,4687,"['папа', 'римский', 'выступить', 'с', 'последний', 'проповедь']","['бенедикт', 'xvi', 'выступить', 'с', 'последний', 'воскресный', 'проповедь']",1
418,433,583,4688,"['геннадий', 'зюганов', 'переизбрать', 'лидер', 'кпрф']","['геннадий', 'зюганов', 'переизбрать', 'председатель', 'цк', 'кпрф']",1
419,434,485,4599,"['в', 'челябинский', 'область', 'включить', 'аварийный', 'роуминг']","['число', 'пострадать', 'от', 'метеорит', 'возрасти', 'до', '1,2', 'тысяча', 'человек']",-1
420,435,582,4689,"['президентский', 'выборы', 'на', 'кипр', 'выиграть', 'правоцентрист', 'н.анастасиадес']","['выборы', 'президент', 'кипр', 'выиграть', 'правый', 'кандидат']",0
421,436,487,4600,"['астероид', '2012', 'da14', 'безопасно', 'миновать', 'земля']","['nasa', 'начало', 'трансляция', 'пролёт', 'астероид', '2012', 'da14']",-1
422,437,589,4690,"['рауль', 'кастро', 'переизбрать', 'председатель', 'госсовет', 'куба']","['рауль', 'кастро', 'переизбрать', 'глава', 'куба']",1
423,438,489,4601,"['венесуэлец', 'показать', 'улыбаться', 'уго', 'чавес']","['власть', 'венесуэла', 'показать', 'фото', 'улыбаться', 'чавес']",0
424,439,501,4602,"['хакер', 'атаковать', 'facebook']","['facebook', 'сообщить', 'о', 'изощрённый', 'атака', 'хакер']",0
425,440,326,4437,"['``', 'роснефть', ""''"", 'без', 'конкурс', 'получить', 'ещё', 'дюжина', 'участок', 'шельф']","['медведев', 'отдать', 'роснефть', '12', 'участок', 'шельф']",0
426,441,597,4691,"['сми', 'похититель', 'депутат', 'из', 'владивосток', 'сдаться', 'полиция']","['в', 'владивосток', 'задержать', 'похититель', 'депутат']",0
427,442,503,4603,"['в', 'москва', 'при', 'пожар', 'в', 'жилой', 'дом', 'погибнуть', 'три', 'человек']","['при', 'пожар', 'на', 'север', 'москва', 'погибнуть', 'три', 'человек']",0
428,443,500,4604,"['сша', 'помочь', 'гаити', 'с', 'тюрьма']","['сша', 'подарить', 'власть', 'гаити', 'два', 'тюрьма']",0
429,444,395,4509,"['лидер', 'страна', 'ес', 'договориться', 'о', 'бюджет', 'до', '2020г']","['лидер', 'страна', 'ес', 'договориться', 'о', 'сокращение', 'бюджет']",-1
430,445,499,4605,"['на', 'бывший', 'музыкант', '``', 'гость', 'из', 'будущее', ""''"", 'завести', 'уголовный', 'дело']","['на', 'музыкант', 'гость', 'из', 'будущее', 'завести', 'дело', 'за', 'пьяный', 'драка']",0
431,446,502,4606,"['водолаз', 'не', 'наслать', 'обломок', 'метеорит', 'в', 'озеро', 'чебаркуль']","['в', 'озеро', 'чебаркуль', 'не', 'наслать', 'обломок', 'метеорит']",0
432,447,393,4510,"['хакер', 'взломать', 'почта', 'джордж', 'буш']","['хакер', 'взломать', 'электронный', 'почта', 'родственник', 'джордж', 'буш-старший']",-1
433,448,592,4692,"['кристоф', 'вальц', 'получить', '``', 'оскар', ""''"", 'за', 'хороший', 'мужской', 'роль', 'второй', 'план']","['кристоф', 'вальц', 'получить', 'свой', 'второй', 'оскар']",0
434,449,497,4607,"['финансовый', 'g20', 'решить', 'отказаться', 'от', 'валютный', 'война']","['g20', 'отказаться', 'вести', 'валютный', 'война']",1
435,450,498,4608,"['в', 'челябинский', 'область', 'завершить', 'поиск', 'осколок', 'метеорит']","['поиск', 'метеорит', 'в', 'челябинский', 'область', 'завершить']",1
436,451,410,4511,"['пират', 'освободить', 'корабль', 'захватить', 'в', 'гвинейский', 'залив']","['пират', 'освободить', 'захватить', 'у', 'берег', 'камерун', 'судно']",1
437,452,333,4438,"['перед', 'здание', 'посольство', 'сша', 'в', 'анкара', 'прогреметь', 'взрыв']","['при', 'взрыв', 'в', 'анкара', 'погибнуть', 'охранник', 'посольство', 'сша']",-1
438,453,409,4512,"['в', 'нью-йорк', 'из-за', 'непогода', 'отменить', 'всё', 'авиарейс']","['из-за', 'снежный', 'буря', 'в', 'нью-йорк', 'отменить', 'всё', 'авиарейс']",1
439,454,507,4609,"['в', 'ливия', 'задержать', '4', 'подозревать', 'в', 'распространение', 'христианство']","['власть', 'ливия', 'задержать', 'подозревать', 'в', 'распространение', 'христианство']",1
440,455,403,4513,"['венесуэла', 'провести', 'девальвация']","['венесуэла', 'провести', 'девальвация', 'национальный', 'валюта']",0
441,457,406,4515,"['армянский', 'вор', 'в', 'закон', 'в', 'сша', 'получить', '3', 'год', 'тюрьма', 'за', 'страховой', 'афера']","['суд', 'сша', 'отправить', 'в', 'тюрьма', 'армянский', 'вор', 'в', 'закон']",0
442,458,506,4610,"['дебошир', 'с', 'рейс', 'москва-хургада', 'объявить', 'в', 'федеральный', 'розыск']","['саратовский', 'дебошир', 'объявить', 'в', 'федеральный', 'розыск']",0
443,459,408,4516,"['в', 'сша', 'в', 'пять', 'штат', 'из-за', 'снегопад', 'объявить', 'режим', 'чс']","['в', 'пять', 'штат', 'сша', 'объявить', 'режим', 'чс']",0
444,460,407,4517,"['в', 'гостиный', 'двор', 'киев', 'произойти', 'пожар']","['в', 'киев', 'произойти', 'пожар', 'в', 'гостиный', 'двор']",1
445,461,508,4611,"['на', 'северо-запад', 'москва', 'мужчина', 'расстрелять', 'из', 'автомат']","['в', 'москва', 'из', 'автомат', 'застрелить', 'мужчина']",1
446,463,504,4612,"['президент', 'кипр', 'выбрать', 'в', 'второй', 'тур']","['на', 'кипр', 'объявить', 'результат', 'первый', 'тур', 'президентский', 'выборы']",-1
447,464,505,4612,"['на', 'кипр', 'проходить', 'президентский', 'выборы']","['на', 'кипр', 'объявить', 'результат', 'первый', 'тур', 'президентский', 'выборы']",0
448,465,402,4518,"['виктор', 'ющенко', 'исключить', 'из', 'партия', '``', 'наш', 'украина', ""''""]","['киевский', 'организация', 'наш', 'украина', 'исключить', 'ющенко', 'из', 'партия']",1
449,466,8188,4519,"['сергей', 'удальцов', 'посадить', 'под', 'домашний', 'арест']","['суд', 'санкционировать', 'домашний', 'арест', 'удальцов']",1
450,467,414,4520,"['в', 'москва', 'на', 'кутузовский', 'проспект', 'bmw', 'сбить', '3-й', 'полицейский']","['bmw', 'сбить', 'три', 'полицейский', 'в', 'москва']",0
451,468,593,4693,"['``', 'операция', '``', 'арго', ""''"", 'хороший', 'фильм', '2012г']","['оскар', 'за', 'хороший', 'фильм', 'получить', 'операция', '``', 'арго', ""''""]",0
452,469,413,4521,"['в', 'новый', 'орлеан', 'неизвестный', 'на', 'праздник', 'устроить', 'стрельба', 'четверо', 'ранить']","['после', 'карнавал', 'в', 'новый', 'орлеан', 'ранить', 'четыре', 'человек']",0
453,470,411,4522,"['глава', 'мвд', 'высказаться', 'за', 'возврат', 'смертный', 'казнь']","['глава', 'мвд', 'не', 'найти', 'ничего', 'предосудительный', 'в', 'смертный', 'казнь']",0
454,471,412,4523,"['адвокат', 'заявить', 'о', 'избиение', 'свидетель', 'по', 'дело', 'ю.буданов']","['защита', 'обвинять', 'в', 'убийство', 'буданов', 'заявить', 'о', 'избиение', 'свидетель']",1
455,472,513,4614,"['в', 'армения', 'сегодня', 'проходить', 'президентский', 'выборы']","['в', 'армения', 'начаться', 'выборы', 'президент']",1
456,474,425,4524,"['в', 'жилой', 'дом', 'в', 'подмосковье', 'обрушиться', 'стена']","['у', 'подмосковный', 'жилой', 'дом', 'обрушиться', 'часть', 'несущий', 'стена']",0
457,475,518,4615,"['пропасть', 'липецкий', 'депутат', 'наслать', 'в', 'бочка', 'с', 'цемент']","['тело', 'липецкий', 'депутат', 'наслать', 'в', 'бочка', 'с', 'цемент']",0
458,476,596,4694,"['четыре', 'школа', 'в', 'москва', 'эвакуировать', 'из-за', 'сообщение', 'о', 'бомба']","['четыре', 'московский', 'школа', 'эвакуировать', 'из-за', 'сообщение', 'о', 'бомба']",1
459,477,514,4616,"['россия', 'поставить', 'исторический', 'рекорд', 'по', 'количество', 'миллиардер']","['число', 'долларовый', 'миллиардер', 'в', 'россия', 'достигнуть', 'рекорд']",1
460,478,588,4695,"['член', 'кс', 'госдума', 'принести', 'в', 'жертва', 'право', 'гражданин', 'на', 'свобода', 'собрание']","['зампред', 'внешэкономбанк', 'решить', 'привлечь', 'к', 'дело', 'экс-глава', 'вак']",-1
461,479,323,4441,"['минобороны', 'объявить', 'мораторий', 'на', 'продажа', 'свой', 'имущество']","['минобороны', 'ввести', 'мораторий', 'на', 'продажа', 'свой', 'имущество']",1
462,480,517,4617,"['полиция', 'определить', 'круг', 'подозревать', 'в', 'убийство', 'депутат', 'м.пахомов']","['задержать', '11', 'подозревать', 'в', 'убийство', 'липецкий', 'депутат']",0
463,481,339,4442,"['директор', 'секретный', 'служба', 'сша', 'подать', 'в', 'отставка']","['глава', 'секретный', 'служба', 'сша', 'подать', 'в', 'отставка']",1
464,482,11932,4443,"['иран', 'показать', 'истребитель', 'собственный', 'производство']","['иран', 'представить', 'истребитель', 'собственный', 'производство']",1
465,483,341,4444,"['упавший', 'с', 'крыша', 'глыба', 'снег', 'в', 'подмосковье', 'покалечить', 'младенец']","['в', 'подмосковье', 'на', 'коляска', 'с', 'младенец', 'упасть', 'глыба', 'снег']",0
466,484,416,4525,"['сша', 'готовый', 'сократить', 'ядерный', 'вооружение', 'вне', 'зависимость', 'от', 'ответ', 'рф']","['сша', 'предложить', 'россия', 'вдвое', 'сократить', 'ядерный', 'вооружение']",-1
467,485,340,4445,"['парламент', 'франция', 'одобрить', 'однополый', 'брак']","['французский', 'парламент', 'признать', 'законный', 'однополый', 'брак']",1
468,486,343,4446,"['тело', 'оппозиционер', 'александр', 'долматов', 'доставить', 'в', 'россия']","['тело', 'александр', 'долматов', 'доставить', 'в', 'москва']",1
469,487,342,4447,"['в', 'германия', 'задержать', 'экс-министр', 'иран', 'с', 'чек', 'на', '$', '70', 'млн']","['в', 'германия', 'задержать', 'бывший', 'глава', 'центробанк', 'иран', 'с', '70', 'миллион', 'доллар']",0
470,488,344,4448,"['бен', 'аффлек', 'удостоиться', 'награда', 'гильдия', 'режиссёр', 'сша']","['главный', 'награда', 'гильдия', 'режиссёр', 'сша', 'получить', 'бен', 'аффлек']",1
471,489,345,4449,"['следователь', 'ск', 'уволить', 'за', 'участие', 'в', 'драка', 'хоккейный', 'фанат']","['уволить', 'за', 'драка', 'с', 'полиция', 'следователь', 'проверить', 'ск']",-1
472,490,522,4618,"['зампред', 'комитет', 'по', 'транспорт', 'смольный', 'и.маил', 'взять', 'под', 'стража']","['ещё', 'один', 'фигурант', 'болотный', 'дело', 'обратиться', 'в', 'еспча']",-1
473,491,421,4526,"['ск', 'завершить', 'расследование', 'дело', 'о', 'крушение', '``', 'булгарий', ""''""]","['ск', 'завершить', 'расследование', 'крушение', 'булгарий']",1
474,492,596,4696,"['четыре', 'школа', 'в', 'москва', 'эвакуировать', 'из-за', 'сообщение', 'о', 'бомба']","['в', 'эвакуировать', 'московский', 'школа', 'не', 'наслать', 'бомба']",-1
475,493,349,4450,"['сша', 'предложить', 'россия', 'вернуть', 'отношение', '``', 'в', 'нормальный', 'колея', ""''""]","['сша', 'предложить', 'россия', 'нормализовать', 'отношение']",1
476,494,596,4697,"['четыре', 'школа', 'в', 'москва', 'эвакуировать', 'из-за', 'сообщение', 'о', 'бомба']","['крупный', 'заказчик', 'лайнер', 'мечта', 'отказаться', 'от', 'они', 'использование', 'до', 'июнь']",-1
477,495,348,4451,"['администрация', 'магаданский', 'область', 'отправить', 'в', 'отставка']","['администрация', 'магаданский', 'область', 'отправить', 'в', 'отставка']",1
478,496,512,4619,"['уго', 'чавес', 'вернуться', 'в', 'венесуэла', 'после', 'борьба', 'с', 'рак']","['чавес', 'вернуться', 'в', 'венесуэла', 'после', 'операция']",0
479,497,422,4527,"['на', 'место', 'взрыв', 'в', 'шахта', 'мчс', 'направлять', 'авиадесант', 'в', 'глава', 'с', 'министр']","['на', 'шахта', 'воркутинский', 'произойти', 'взрыв']",-1
480,498,423,4527,"['на', 'место', 'взрыв', 'в', 'шахта', '``', 'воркутинский', ""''"", 'быть', '17', 'человек']","['на', 'шахта', 'воркутинский', 'произойти', 'взрыв']",-1
481,499,426,4527,"['взрыв', 'на', 'шахта', 'в', 'воркута', '18', 'горняк', 'погибнуть']","['на', 'шахта', 'воркутинский', 'произойти', 'взрыв']",0
482,500,424,4528,"['в', 'норвегия', 'задержать', 'российский', 'траулер', '``', 'борис', 'заяц', ""''""]","['норвежец', 'задержать', 'российский', 'траулер', 'за', 'сброс', 'рыба']",0
483,501,354,4452,"['диснеевский', '``', 'ральф', ""''"", 'признать', 'хороший', 'анимационный', 'картина', 'год']","['хороший', 'мультфильм', 'год', 'признать', 'диснеевский', 'ральф']",1
484,503,353,4453,"['парижанка', 'вернуть', 'право', 'носить', 'брюки']","['парижанка', 'разрешить', 'носить', 'брюки']",1
485,504,427,4529,"['взрыв', 'на', 'шахта', 'в', 'коми', 'девять', 'горняк', 'погибнуть']","['при', 'взрыв', 'на', 'воркутинский', 'погибнуть', 'девять', 'человек']",0
486,505,515,4621,"['главный', 'онколог', 'россия', 'уйти', 'в', 'отставка', 'из-за', 'скандал', 'с', 'зам']","['главный', 'онколог', 'россия', 'подать', 'в', 'отставка', 'из-за', 'коррупционный', 'скандал']",0
487,506,521,4622,"['lexus', 'архангельский', 'губернатор', 'попасть', 'в', 'авария', 'на', 'встречка']","['лексус', 'архангельский', 'губернатор', 'попасть', 'в', 'дтп']",1
488,507,523,4622,"['lexus', 'губернатор', 'архангельский', 'обл', 'попасть', 'в', 'дтп', 'двое', 'пострадать']","['лексус', 'архангельский', 'губернатор', 'попасть', 'в', 'дтп']",0
489,508,599,4699,"['верховный', 'суд', 'вернуться', 'к', 'дело', 'о', 'подрыв', '``', 'невский', 'экспресс', ""''""]","['компания', 'тимченко', 'нацелиться', 'на', 'нефтепорт', 'в', 'индонезия']",-1
490,509,347,4454,"['пленить', 'в', 'сирия', 'россиянин', 'отпустить', 'в', 'обмен', 'на', 'боевик']","['российский', 'заложник', 'в', 'сирия', 'обменять', 'на', 'боевик']",1
491,510,516,4623,"['мужчина', 'ограбить', 'на', '18', 'миллион', 'в', 'банк', 'на', 'запад', 'москва']","['в', 'москва', 'на', 'кутузовский', 'проспект', 'ограбить', 'банк']",-1
492,511,594,4700,"['``', 'посетить', ""''"", 'с', 'топор', 'судья', 'защитник', 'pussy', 'riot', 'признать', 'невменяемый']","['напасть', 'на', 'судья', 'сторонник', 'pussy', 'riot', 'признать', 'невменяемый']",1
493,512,595,4701,"['взрыв', 'на', 'химзавод', 'в', 'китай', '5', 'человек', 'пострадать', '30', 'тысяча', 'эвакуировать']","['из-за', 'взрыв', 'на', 'китайский', 'химзавод', 'эвакуировать', '20', 'тысяча', 'человек']",0
494,513,510,4624,"['оон', 'оба', 'сторона', 'конфликт', 'в', 'сирия', 'совершать', 'военный', 'преступление']","['оон', 'найти', 'военный', 'преступник', 'в', 'руководство', 'сирия']",-1
495,515,419,4530,"['ракета', '``', 'союз', ""''"", 'с', 'корабль', '``', 'прогресс', ""''"", 'запустить', 'к', 'мкс']","['стоимость', 'акция', 'в', 'сша', 'увеличиться', 'на', '12', 'триллион', 'доллар', 'за', 'три', 'год']",-1
496,516,598,4702,"['суд', 'смягчить', 'приговор', 'осудить', 'за', 'подрыв', '``', 'невский', 'экспресс', ""''""]","['верховный', 'суд', 'смягчить', 'приговор', 'подрывник', 'невский', 'экспресс']",1
497,517,599,4702,"['верховный', 'суд', 'вернуться', 'к', 'дело', 'о', 'подрыв', '``', 'невский', 'экспресс', ""''""]","['верховный', 'суд', 'смягчить', 'приговор', 'подрывник', 'невский', 'экспресс']",-1
498,518,600,4702,"['верховный', 'суд', 'смягчить', 'приговор', 'шестеро', 'осудить', 'за', 'подрыв', '``', 'невский', 'экспресс', ""''""]","['верховный', 'суд', 'смягчить', 'приговор', 'подрывник', 'невский', 'экспресс']",0
499,519,601,4702,"['верховный', 'суд', 'вернуться', 'сегодня', 'к', 'дело', 'о', 'подрыв', '``', 'невский', 'экспресс', ""''""]","['верховный', 'суд', 'смягчить', 'приговор', 'подрывник', 'невский', 'экспресс']",-1
500,521,415,4531,"['депутат', 'от', 'кпрф', 'попросить', 'снять', 'с', 'он', 'неприкосновенность']","['коммунист', 'попросить', 'снять', 'с', 'он', 'неприкосновенность']",1
501,522,426,4532,"['взрыв', 'на', 'шахта', 'в', 'воркута', '18', 'горняк', 'погибнуть']","['на', 'воркутинский', 'погибнуть', '18', 'шахтёр']",0
502,523,590,4703,"['ск', 'завести', 'дело', 'о', 'гибель', 'в', 'сша', '9-летний', 'антон', 'фомин']","['ск', 'возбудить', 'дело', 'о', 'гибель', 'в', 'сша', '9-летний', 'антон', 'фомин']",1
503,524,420,4533,"['средневековье', 'в', 'азербайджан', 'за', 'нападение', 'на', 'писатель', 'объявить', 'награда']","['в', 'азербайджан', 'объявить', 'награда', 'за', 'отрезание', 'ухо', 'писатель']",0
504,525,527,4628,"['на', 'выборы', 'в', 'армения', 'с', 'больший', 'отрыв', 'побеждать', 'действовать', 'президент']","['действовать', 'президент', 'лидировать', 'на', 'выборы', 'в', 'армения']",1
505,526,532,4629,"['``', 'линкольн', ""''"", 'отменить', 'рабство', 'в', 'штат', 'миссисипи']","['в', 'штат', 'миссисипи', 'отменить', 'рабство']",0
506,527,533,4630,"['эффективность', 'вуз', 'быть', 'оценивать', 'по', 'число', 'безработный', 'выпускник']","['минобрнауки', 'решить', 'оценивать', 'эффективность', 'вуз', 'по', 'количество', 'безработный']",0
507,528,351,4456,"['суд', 'прекратить', 'дело', 'дворник', 'сломать', 'школьник', 'челюсть']","['суд', 'прекратить', 'дело', 'о', 'ссора', 'московский', 'дворник', 'с', 'школьник']",0
508,529,604,4704,"['в', 'тунис', 'арестовать', 'преступник', 'спровоцировать', 'народный', 'волнение']","['в', 'тунис', 'арестовать', 'убийца', 'оппозиционный', 'лидер']",-1
509,530,346,4457,"['кировский', 'депутат', 'поднять', 'вопрос', 'о', 'недоверие', 'губернатор', 'н.белых']","['кировский', 'депутат', 'поднять', 'вопрос', 'о', 'недоверие', 'белый']",1
510,531,612,4706,"['после', 'трагедия', 'в', 'египет', 'запретить', 'полёт', 'на', 'воздушный', 'шарах']","['в', 'египет', 'упасть', 'воздушный', 'шар', 'с', '20', 'турист']",0
511,532,615,4706,"['ростуризм', 'на', 'упавший', 'в', 'египет', 'воздушный', 'шар', 'россиянин', 'не', 'быть']","['в', 'египет', 'упасть', 'воздушный', 'шар', 'с', '20', 'турист']",-1
512,533,610,4707,"['сестра', 'майкл', 'джексон', 'выйти', 'замуж', 'в', 'третий', 'раз']","['джанет', 'джексон', 'тайно', 'выйти', 'замуж']",0
513,534,418,4534,"['умереть', 'бывший', 'глава', 'газпром', 'рэм', 'вяхирев']","['умереть', 'бывший', 'глава', 'газпром', 'рем', 'вяхирев']",1
514,535,611,4707,"['джанет', 'джексон', 'выйти', 'замуж', 'за', 'миллиардер', 'из', 'катар']","['джанет', 'джексон', 'тайно', 'выйти', 'замуж']",0
515,536,352,4458,"['экс-командующий', 'войско', 'скво', 'возглавить', 'академия', 'генштаб']","['военный', 'академия', 'генштаб', 'возглавить', 'сергей', 'макаров']",0
516,537,355,4459,"['в', 'москва', 'на', 'строиться', 'станция', 'метро', '``', 'суворовский', ""''"", 'произойти', 'обрушение']","['на', 'строиться', 'станция', 'столичный', 'метро', 'случиться', 'обвал']",0
517,538,612,4708,"['после', 'трагедия', 'в', 'египет', 'запретить', 'полёт', 'на', 'воздушный', 'шарах']","['на', 'разбиться', 'в', 'египет', 'воздушный', 'шар', 'не', 'быть', 'россиянин']",-1
518,539,615,4708,"['ростуризм', 'на', 'упавший', 'в', 'египет', 'воздушный', 'шар', 'россиянин', 'не', 'быть']","['на', 'разбиться', 'в', 'египет', 'воздушный', 'шар', 'не', 'быть', 'россиянин']",1
519,540,4706,4708,"['в', 'египет', 'упасть', 'воздушный', 'шар', 'с', '20', 'турист']","['на', 'разбиться', 'в', 'египет', 'воздушный', 'шар', 'не', 'быть', 'россиянин']",-1
520,541,417,4535,"['полиция', 'задержать', 'замдиректора', 'дом', 'мода', 'в.зайцев']","['полиция', 'задержать', 'замдиректора', 'дом', 'мода', 'зайцев']",1
521,542,423,4536,"['на', 'место', 'взрыв', 'в', 'шахта', '``', 'воркутинский', ""''"", 'быть', '17', 'человек']","['мчс', 'опубликовать', 'список', 'погибнуть', 'на', 'шахта', 'воркутинский']",-1
522,543,603,4709,"['за', '``', 'курорт', 'северный', 'кавказ', ""''"", 'взяться', 'генпрокуратура', 'и', 'фсб']","['генпрокуратура', 'начало', 'проверка', 'курорт', 'северный', 'кавказ']",1
523,544,527,4632,"['на', 'выборы', 'в', 'армения', 'с', 'больший', 'отрыв', 'побеждать', 'действовать', 'президент']","['наблюдатель', 'от', 'снг', 'похвалить', 'президентский', 'выборы', 'в', 'армения']",-1
524,545,441,4537,"['сша', 'просить', 'рф', 'немедленно', 'отменить', 'запрет', 'на', 'ввоз', 'мясо']","['сша', 'призвать', 'россия', 'немедленно', 'снять', 'запрет', 'на', 'импорт', 'мясо']",1
525,546,356,4460,"['мэрия', 'москва', 'снегопад', 'в', 'столица', 'стать', 'самый', 'сильный', 'за', '100', 'год']","['с', 'начало', 'снегопад', 'московский', 'пробка', 'достигнуть', '3500', 'километр']",0
526,547,525,4633,"['политолог', 'кремль', 'сделать', 'ставка', 'на', 'прозрачный', 'выборы', 'в', 'регион']","['к', 'берег', 'сирия', 'направить', 'корабль', 'для', 'эвакуация', 'россиянин']",-1
