,pair_id,id_1,id_2,text_1,text_2,is_paraphrase,jaccard,levenshtein,synonyms,hyponyms,hypernyms,symbols,numbers,short_forms,voice_change,adjectivization,adverbialization,relativization,predicate_change,prep_var,abbreviations,inversion
2097,2290,2024,6094,"['экс-глава', 'управления', 'торговли', 'балтфлота', 'оказался', 'мошенником']","['на', 'экс-главу', 'управления', 'торговли', 'балтфлота', 'завели', 'дело']",-1,0.4444444444444444,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2098,2291,2021,6095,"['в', 'центре', 'алма-аты', 'взорвался', 'бензовоз', 'есть', 'жертвы']","['в', 'алма-ате', 'потушили', 'пожар', 'из-за', 'взорвавшегося', 'бензовоза']",-1,0.4,64,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2099,2292,1760,5850,"['суд', 'арестовал', 'еще', 'одну', 'фигурантку', 'дела', '``', 'оборонсервиса', ""''""]","['по', 'делу', 'оборонсервиса', 'арестовали', 'бухгалтера', 'из', 'петербурга']",0,0.23076923076923078,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2100,2293,1874,5945,"['арестованный', 'мэр', 'махачкалы', 'перерезал', 'вены', 'в', 'сизо']","['арестованный', 'мэр', 'махачкалы', 'попытался', 'покончить', 'с', 'собой']",0,0.2727272727272727,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,2296,1780,5851,"['минобрнауки', 'утечка', 'заданий', 'егэ', 'произошла', 'из-за', 'взломанной', 'почты']","['минобрнауки', 'объяснило', 'утечку', 'материалов', 'егэ', 'взломом', 'запароленной', 'электронной', 'почты']",0,0.3076923076923077,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,2297,1781,5852,"['европейский', 'корабль', '``', 'альберт', 'эйнштейн', ""''"", 'стартовал', 'с', 'космодрома', 'куру']","['альберт', 'эйнштейн', 'стартовал', 'к', 'мкс']",-1,0.25,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,2298,2022,6096,"['полиция', 'бразилии', 'не', 'дала', 'демонстрантам', 'сорвать', 'футбольный', 'матч']","['бразильские', 'демонстранты', 'устроили', 'погром', 'во', 'время', 'матча', 'кубка', 'конфедераций']",-1,0.13333333333333333,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,2299,1924,6016,"['премьер', 'палестины', 'подал', 'в', 'отставку', 'через', '2', 'недели', 'после', 'назначения']","['палестинский', 'премьер', 'подал', 'в', 'отставку', 'спустя', 'месяц', 'после', 'назначения']",0,0.46153846153846156,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,2300,1873,5947,"['лондон', 'заплатит', '1', 'млн', 'фунтов', 'за', 'решение', 'главной', 'проблемы', 'человечества']","['британские', 'власти', 'заплатят', 'миллион', 'за', 'решение', 'главной', 'мировой', 'проблемы']",1,0.35714285714285715,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2106,2301,1934,6017,"['в', 'москве', 'открывается', '35-й', 'международный', 'кинофестиваль']","['открылся', 'московский', 'международный', 'кинофестиваль']",0,0.25,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,2302,1938,6018,"['революция', 'в', 'instagram', 'приложение', 'научилось', 'записывать', 'видео']","['instagram', 'научился', 'записывать', 'видео']",1,0.5714285714285714,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,2303,1775,5853,"['газпром', 'побил', 'рекорд', 'экспорта', 'газа', '466', 'млн', 'кубометров', 'в', 'сутки']","['газпром', 'установил', 'пятилетний', 'рекорд', 'по', 'экспорту', 'газа']",0,0.3076923076923077,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,2304,1871,5948,"['в', 'сети', 'появился', 'трейлер', 'к', 'документальному', 'фильму', '``', 'сэлинджер', ""''""]","['в', 'сети', 'появился', 'трейлер', 'фильма', 'о', 'жизни', 'сэлинджера']",0,0.5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,2305,1872,5949,"['папе', 'римскому', 'подарили', 'harley-davidson', 'и', 'кожаную', 'куртку']","['папе', 'римскому', 'подарили', 'два', 'харлея', 'и', 'кожаную', 'куртку']",0,0.6666666666666666,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,2306,1948,6019,"['на', 'экономическом', 'форуме', 'в', 'санкт-петербурге', 'загорелось', 'здание']","['дурова', 'заметили', 'на', 'экономическом', 'форуме', 'в', 'санкт-петербурге']",-1,0.5555555555555556,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2112,2307,2014,6097,"['приватизация', 'принесет', 'до', '1,7', 'трлн', 'руб', 'в', '2013-2016гг']","['доходы', 'от', 'приватизации', 'оценили', 'в', '1,7', 'триллиона', 'рублей', 'за', 'три', 'года']",0,0.1875,52,0,0,0,0,0,2,0,0,0,0,0,0,0,1
2113,2308,1783,5855,"['дочь', 'майкла', 'джексона', 'пыталась', 'покончить', 'с', 'собой']","['дочь', 'майкла', 'джексона', 'попыталась', 'покончить', 'с', 'собой']",1,0.75,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,2309,2017,6098,"['столетняя', 'жительница', 'мексики', 'окончила', 'начальную', 'школу']","['100-летняя', 'мексиканка', 'закончила', 'начальную', 'школу']",1,0.2222222222222222,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,2310,1870,5950,"['официальный', 'курс', 'евро', 'упал', 'сразу', 'на', '80', 'копеек']","['центробанк', 'опустил', 'курс', 'евро', 'на', '80', 'копеек']",0,0.5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,2311,1779,5856,"['в', 'москве', 'начался', 'суд', 'по', '``', 'болотному', 'делу', ""''""]","['в', 'москве', 'начались', 'слушания', 'по', 'болотному', 'делу']",1,0.6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,2312,1941,6020,"['на', 'информирование', 'москвичей', 'о', 'предстоящих', 'выборах', 'мэра', 'выделят', '$', '2', 'млн']","['информирование', 'москвичей', 'о', 'выборах', 'обойдется', 'в', '70', 'миллионов', 'рублей']",0,0.25,64,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2118,2313,2015,6099,"['газпром', 'потеряет', '130', 'млрд', 'руб', 'на', 'тарифной', 'инициативе', 'в.путина']","['газпром', 'потеряет', '130', 'миллиардов', 'рублей', 'из-за', 'низкого', 'роста', 'тарифов']",-1,0.2,69,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2119,2314,1946,6021,"['замдекана', 'рэу', 'имени', 'плеханова', 'задержана', 'за', 'взятку']","['замдекана', 'факультета', 'рэу', 'имени', 'плеханова', 'задержали', 'за', 'взятку']",1,0.875,86,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2120,2315,2020,6100,"['депутат', 'народного', 'собрания', 'дагестана', 'оказался', 'пособником', 'боевиков']","['депутат', 'народного', 'собрания', 'дагестана', 'задержан', 'за', 'связь', 'с', 'боевиками']",0,0.45454545454545453,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2121,2316,1943,6022,"['роснефть', 'заключила', 'новый', 'контракт', 'с', 'китаем', 'на', '270', 'млрд', 'долл']","['роснефть', 'поставит', 'в', 'китай', 'нефть', 'на', '270', 'миллиардов', 'долларов']",1,0.26666666666666666,60,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2122,2317,1952,6023,"['ход', 'конем', 'силовики', 'провели', 'обыски', 'в', 'банке', 'кирсана', 'илюмжинова']","['следователи', 'обыскали', 'банк', 'кирсана', 'илюмжинова']",0,0.2727272727272727,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,2318,1951,6024,"['у', 'стены', 'плача', 'застрелен', 'еврей', 'кричавший', 'аллах', 'акбар']","['в', 'иерусалиме', 'у', 'стены', 'плача', 'застрелили', 'еврея']",0,0.5,66,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2124,2319,1770,5857,"['фигуранты', '``', 'болотного', 'дела', ""''"", 'заявили', 'отвод', 'судье']","['на', 'процессе', 'по', 'болотному', 'делу', 'заявили', 'отвод', 'судье']",0,0.45454545454545453,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2125,2320,1779,5857,"['в', 'москве', 'начался', 'суд', 'по', '``', 'болотному', 'делу', ""''""]","['на', 'процессе', 'по', 'болотному', 'делу', 'заявили', 'отвод', 'судье']",-1,0.21428571428571427,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2126,2321,1778,5858,"['умер', 'разоблачитель', 'британской', 'системы', 'образования', 'сатирик', 'т.шарп']","['умер', 'сатирик', 'том', 'шарп']",1,0.2222222222222222,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,2322,1950,6026,"['при', 'пожаре', 'в', 'рижском', 'замке', 'пострадали', 'реликвии']","['пожар', 'в', 'рижском', 'замке', 'повредил', 'национальные', 'реликвии']",1,0.5555555555555556,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2128,2323,1953,6026,"['при', 'пожаре', 'в', 'рижском', 'замке', 'пострадали', 'бесценные', 'реликвии']","['пожар', 'в', 'рижском', 'замке', 'повредил', 'национальные', 'реликвии']",0,0.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2129,2324,2013,6101,"['``', 'почта', 'россии', ""''"", 'пообещала', 'в', 'разы', 'сократить', 'сроки', 'доставки']","['почта', 'россии', 'сократит', 'сроки', 'доставки', 'вчетверо']",0,0.45454545454545453,77,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2130,2325,1787,5859,"['депутат', 'госдумы', 'продал', 'акций', '``', 'уралкалия', ""''"", 'на', '1,275', 'млрд', 'долл']","['депутат', 'госдумы', 'продаст', 'активы', 'на', '1,3', 'миллиарда', 'долларов']",0,0.26666666666666666,73,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2131,2326,2012,6102,"['совет', 'федерации', 'пригласил', 'э.сноудена', 'к', 'сотрудничеству']","['совет', 'федерации', 'пригласил', 'сноудена', 'к', 'сотрудничеству']",1,0.7142857142857143,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,2327,1944,6027,"['афк', 'система', 'продала', 'свою', 'долю', 'в', 'русснефти', 'за', '1,2', 'млрд', 'долл']","['система', 'продала', 'половину', 'русснефти', 'за', '1,2', 'миллиарда', 'долларов']",1,0.35714285714285715,73,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2133,2328,1875,5953,"['в', 'стамбуле', 'избили', 'и', 'задержали', 'российского', 'журналиста']","['в', 'стамбуле', 'задержали', 'и', 'избили', 'российского', 'журналиста']",1,1.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,2329,1882,5954,"['на', 'президентских', 'выборах', 'в', 'иране', 'побеждает', 'реформист', 'х.рухани']","['оглашены', 'предварительные', 'итоги', 'президентских', 'выборов', 'в', 'иране']",-1,0.36363636363636365,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,2330,1884,5955,"['в', 'центре', 'москвы', 'произошла', 'массовая', 'драка', 'есть', 'раненые']","['в', 'центре', 'москвы', 'произошла', 'массовая', 'драка']",0,0.75,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,2331,1881,5956,"['задержанного', 'в', 'турции', 'российского', 'журналиста', 'отпустили', 'на', 'свободу']","['задержанного', 'в', 'стамбуле', 'российского', 'журналиста', 'отпустили', 'на', 'свободу']",0,0.7777777777777778,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,2332,1883,5957,"['в', 'пакистане', 'взорван', 'автобус', 'со', 'студентками', 'и', 'захвачен', 'госпиталь']","['в', 'пакистане', 'боевики', 'подорвали', 'автобус', 'и', 'захватили', 'больницу']",0,0.4166666666666667,61,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2138,2333,1882,5958,"['на', 'президентских', 'выборах', 'в', 'иране', 'побеждает', 'реформист', 'х.рухани']","['победителем', 'президентских', 'выборов', 'в', 'иране', 'объявлен', 'хасан', 'рухани']",1,0.3333333333333333,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,2334,2025,6103,"['иногородних', 'сотрудников', 'полиции', 'на', 'время', 'универсиады', 'поселили', 'на', 'теплоходе']","['ростелеком', 'вернул', 'абонентам', 'доступ', 'к', 'газете.ру']",-1,0.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,2335,1880,5959,"['египет', 'разорвал', 'дипотношения', 'с', 'сирией', 'и', 'режимом', 'б.асада']","['египет', 'разорвал', 'дипломатические', 'отношения', 'с', 'сирией']",0,0.4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,2336,1889,5960,"['сша', 'готовы', 'к', 'диалогу', 'с', 'преемником', 'м.ахмадинежада']","['удальцов', 'сообщил', 'о', 'скором', 'предъявлении', 'ему', 'новых', 'обвинений']",-1,0.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,2337,1888,5961,"['в', 'кувейте', 'суд', 'распустил', 'парламент']","['высший', 'суд', 'кувейта', 'распустил', 'парламент']",1,0.6666666666666666,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,2338,1887,5962,"['в', 'центре', 'анкары', 'запретили', 'проведение', 'любых', 'демонстраций']","['в', 'центре', 'анкары', 'запретили', 'любые', 'демонстрации']",1,0.8571428571428571,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,2339,1886,5963,"['вашингтон', 'заявил', 'о', 'своей', '``', 'открытости', 'для', 'диалога', ""''"", 'с', 'кндр']","['белый', 'дом', 'заявил', 'об', 'открытости', 'для', 'переговоров', 'с', 'кндр']",1,0.42857142857142855,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,2340,1890,5964,"['папа', 'римский', 'благословил', 'толпу', 'байкеров', 'на', 'площади', 'св.петра']","['папа', 'римский', 'благословил', 'байкеров']",0,0.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,2341,1885,5965,"['ведущие', 'турецкие', 'профсоюзы', 'начали', 'всеобщую', 'забастовку']","['ведущие', 'турецкие', 'профсоюзы', 'объявили', 'национальную', 'забастовку']",1,0.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,2342,1784,5860,"['судебный', 'спор', 'о', 'могилах', 'на', 'фарфоровском', 'кладбище', 'подошел', 'к', 'финалу']","['потерпевшим', 'по', 'делу', 'булгарии', 'пригрозили', 'принудительным', 'приводом']",-1,0.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2148,2343,1785,5860,"['потерпевших', 'по', 'делу', '``', 'булгарии', ""''"", 'отыщут', 'судебные', 'приставы']","['потерпевшим', 'по', 'делу', 'булгарии', 'пригрозили', 'принудительным', 'приводом']",0,0.3333333333333333,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,2344,1774,5861,"['pepsi', 'намерена', 'потратить', '2', 'млрд', 'долл', 'на', 'покупку', 'израильской', 'компании']","['pepsico', 'потратит', 'два', 'миллиарда', 'долларов', 'на', 'сифоны']",0,0.13333333333333333,53,0,0,0,0,1,2,0,0,0,0,1,0,0,0
2150,2345,1942,6028,"['газпром', 'и', 'роснефть', 'наконец-то', 'поделили', 'российский', 'шельф']","['газпром', 'и', 'роснефть', 'поделили', 'восточно-сибирское', 'море']",0,0.4444444444444444,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2151,2346,1897,5966,"['титул', '``', 'мисс', 'сша', '2013', ""''"", 'завоевала', 'бухгалтер', 'из', 'коннектикута']","['конкурс', 'мисс', 'сша', 'выиграла', 'представительница', 'коннектикута']",0,0.23076923076923078,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2152,2347,1777,5862,"['``', 'мисс', 'мира', ""''"", 'лишится', 'бикини', 'из-за', 'консервативности', 'мусульман']","['конкурс', 'красоты', 'мисс', 'мира', 'отказался', 'от', 'дефиле', 'в', 'бикини']",0,0.2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2153,2349,1898,5968,"['гастарбайтеров', 'заставят', 'покупать', 'миграционные', 'векселя', 'на', '30', 'тыс', 'руб']","['мигрантов', 'заставят', 'покупать', 'специальные', 'векселя', 'за', '30', 'тысяч', 'рублей']",0,0.2857142857142857,68,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2154,2350,1900,5969,"['на', 'пенной', 'вечеринке', 'в', 'архангельске', 'десятки', 'человек', 'получили', 'ожоги', 'глаз']","['на', 'пенной', 'вечеринке', 'в', 'архангельске', '40', 'человек', 'получили', 'ожоги', 'глаз']",1,0.8181818181818182,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,2352,2031,6106,"['режиссер', 'сериала', '``', 'штрафбат', ""''"", 'заявил', 'о', '``', 'ханжеской', ""''"", 'цензуре', 'на', 'вгтрк']","['режиссер', 'штрафбата', 'обвинил', 'вгтрк', 'в', 'ханжеской', 'цензуре']",1,0.38461538461538464,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,2353,1949,6029,"['в', 'италии', 'произошло', 'землетрясение', 'магнитудой', '5,1']","['на', 'севере', 'италии', 'произошло', 'землетрясение']",0,0.375,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,2355,2034,6107,"['в', 'хабаровском', 'крае', 'ан-2', 'аварийно', 'сел', 'в', 'лесополосе', '5', 'пострадавших']","['пять', 'человек', 'пострадали', 'при', 'жесткой', 'посадке', 'ан-2', 'в', 'хабаровском', 'крае']",1,0.35714285714285715,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2158,2356,1896,5970,"['конкурс', '``', 'мисс', 'вселенная', '2013', ""''"", 'впервые', 'пройдет', 'в', 'москве']","['конкурс', 'мисс', 'вселенная', '2013', 'пройдет', 'в', 'москве']",0,0.7,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,2358,1772,5864,"['правительство', 'одобряет', 'увеличение', 'страховки', 'по', 'вкладам']","['правительство', 'согласилось', 'поднять', 'страховку', 'по', 'вкладам', 'до', 'миллиона', 'рублей']",-1,0.36363636363636365,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,2359,1892,5971,"['первые', 'контракты', 'ле-бурже', 'airbus', 'пока', 'обгоняет', 'boeing']","['airbus', 'и', 'boeing', 'заключили', 'первые', 'контракты', 'на', 'ле-бурже', '2013']",-1,0.45454545454545453,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,2360,1894,5971,"['трудный', 'путь', 'к', 'солнцу', 'согреет', 'ли', 'россию', 'солнечная', 'энергетика']","['airbus', 'и', 'boeing', 'заключили', 'первые', 'контракты', 'на', 'ле-бурже', '2013']",-1,0.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2162,2361,1954,6030,"['финляндия', 'гордится', 'тем', 'что', 'ее', 'граждан', 'нет', 'в', 'списках', 'forbes']","['ё-мобиль', 'не', 'пустили', 'на', 'петербургский', 'экономический', 'форум']",-1,0.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2163,2362,2032,6109,"['спикер', 'мурманской', 'облдумы', 'засветился', 'в', 'деле', 'о', 'краже', '215', 'млн', 'рублей']","['квартиру', 'спикера', 'мурманской', 'облдумы', 'обыскали', 'по', 'делу', 'о', 'хищениях']",-1,0.3333333333333333,60,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2164,2363,2035,6109,"['спикер', 'мурманской', 'облдумы', 'засветился', 'в', 'деле', 'о', 'краже', '215', 'млн', 'руб']","['квартиру', 'спикера', 'мурманской', 'облдумы', 'обыскали', 'по', 'делу', 'о', 'хищениях']",-1,0.3333333333333333,60,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2165,2364,1891,5972,"['кандидат', 'в', 'мэры', 'москвы', 'с.собянин', 'представил', 'главу', 'предвыборного', 'штаба']","['собянин', 'официально', 'выдвинулся', 'в', 'мэры', 'москвы']",-1,0.25,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,2365,1786,5865,"['владимир', 'путин', 'с', 'супругой', 'людмилой']","['владимир', 'и', 'людмила', 'путины', 'объявили', 'о', 'разводе']",-1,0.3333333333333333,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,2366,1799,5866,"['``', 'фунт', ""''"", 'из', 'дела', '``', 'росагролизинга', ""''"", 'объявлен', 'в', 'розыск']","['главный', 'свидетель', 'по', 'делу', 'росагролизинга', 'превратился', 'в', 'обвиняемого']",-1,0.21428571428571427,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,2367,1795,5867,"['спецслужбы', 'сша', 'признали', 'слежку', 'за', 'иностранцами', 'через', 'интернет']","['разведка', 'сша', 'призналась', 'в', 'слежке', 'за', 'иностранцами', 'через', 'интернет']",1,0.5454545454545454,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2169,2369,1788,5868,"['мосгордума', 'определилась', 'с', 'днем', 'выборов', 'мэра', 'столицы']","['мосгордума', 'назначила', 'выборы', 'мэра']",0,0.375,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,2370,1895,5973,"['мэр', 'монреаля', 'арестован', 'по', 'обвинению', 'в', 'коррупции']","['полиция', 'задержала', 'мэра', 'монреаля', 'по', 'подозрению', 'в', 'коррупции']",1,0.5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,2371,1794,5871,"['скромные', 'лосята', 'забрели', 'в', 'московский', 'двор', 'и', 'отказываются', 'от', 'завтрака']","['в', 'московский', 'двор', 'забрели', 'лосята']",1,0.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2172,2372,1893,5975,"['warner', 'music', 'купила', 'российскую', 'гала', 'рекордз']","['warner', 'music', 'купила', 'гала', 'рекордз']",1,0.8333333333333334,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,2373,1793,5872,"['мосгорсуд', 'смягчил', 'наказание', 'участникам', 'беспорядков', 'на', 'манежной', 'площади']","['мосгорсуд', 'смягчил', 'приговор', 'участникам', 'беспорядков', 'на', 'манежной']",1,0.6666666666666666,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,2374,2028,6111,"['по', 'делу', 'банка', 'ватикана', 'арестованы', 'епископ', 'брокер', 'и', 'сотрудник', 'спецслужб']","['епископа', 'арестовали', 'за', 'мошенничество', 'в', 'банке', 'ватикана']",0,0.3076923076923077,62,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2175,2375,1899,5976,"['в', 'москве', 'задержали', 'очередную', '``', 'стреляющую', 'свадьбу', ""''""]","['в', 'москве', 'задержали', 'участников', 'свадьбы', 'со', 'стрельбой']",0,0.36363636363636365,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,2376,1798,5873,"['экспертиза', 'признала', '``', 'белгородского', 'стрелка', ""''"", 'вменяемым']","['белгородского', 'стрелка', 'признали', 'вменяемым']",0,0.5714285714285714,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2177,2377,1789,5874,"['верховный', 'суд', 'кипра', 'отказался', 'признать', '``', 'стрижку', 'счетов', ""''"", 'незаконной']","['верховный', 'суд', 'кипра', 'оправдал', 'стрижку', 'банковских', 'счетов']",0,0.4166666666666667,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,2380,1959,6034,"['в', 'подмосковье', 'открылось', 'кладбище', 'для', 'героев', 'и', 'президентов']","['шойгу', 'открыл', 'в', 'подмосковье', 'кладбище', 'для', 'героев', 'россии', 'и', 'президентов']",0,0.6363636363636364,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2179,2381,1958,6035,"['``', 'бой', 'идет', 'не', 'ради', 'славы', ""''"", 'в', 'москве', 'открыли', 'памятник', 'а.твардовскому']","['в', 'москве', 'открыли', 'памятник', 'твардовскому']",1,0.3076923076923077,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2180,2382,1961,6036,"['в', 'забайкалье', 'сошли', 'с', 'рельсов', '4', 'вагона', 'пассажирского', 'поезда']","['в', 'забайкалье', 'сошли', 'с', 'рельсов', 'четыре', 'вагона', 'пассажирского', 'поезда']",1,0.8,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2181,2383,1956,6037,"['полиция', 'захватила', 'офис', 'движения', '``', 'за', 'права', 'человека', ""''""]","['полиция', 'открестилась', 'от', 'штурма', 'офиса', 'за', 'права', 'человека']",-1,0.4166666666666667,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,2385,1956,6039,"['полиция', 'захватила', 'офис', 'движения', '``', 'за', 'права', 'человека', ""''""]","['москва', 'дала', 'движению', 'за', 'права', 'человека', 'три', 'дня', 'на', 'вывоз', 'вещей', 'из', 'офиса']",-1,0.29411764705882354,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,2386,1960,6040,"['под', 'воронежем', 'недовольные', 'жители', 'подожгли', 'поселок', 'геологов']","['в', 'воронежской', 'области', 'экоактивисты', 'подожгли', 'поселок', 'геологов']",0,0.2727272727272727,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,2387,1967,6042,"['в', 'москве', 'пьяный', 'узбек', 'протаранил', 'ворота', 'и', 'машину', 'отдела', 'мвд']","['пьяный', 'узбек', 'протаранил', 'ворота', 'отделения', 'полиции', 'в', 'москве']",0,0.5,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2185,2388,1966,6043,"['в', 'пакистане', 'убиты', '9', 'иностранных', 'туристов']","['в', 'пакистане', 'убиты', 'десять', 'иностранных', 'туристов']",0,0.7142857142857143,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,2389,1965,6044,"['херсонес', 'внесли', 'в', 'список', 'всемирного', 'наследия', 'юнеско']","['херсонес', 'внесли', 'в', 'список', 'наследия', 'юнеско']",1,0.8571428571428571,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,2390,1964,6045,"['самолет', 'с', 'эдвардом', 'сноуденом', 'приземлился', 'в', 'шереметьево']","['эдвард', 'сноуден', 'переночует', 'в', 'шереметьево']",-1,0.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,2391,1963,6046,"['эдвард', 'сноуден', 'попросил', 'убежище', 'в', 'эквадоре']","['сноуден', 'попросил', 'убежища', 'в', 'эквадоре']",1,0.8333333333333334,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,2392,2029,6112,"['законопроект', 'о', 'реформе', 'ран', 'поступил', 'в', 'госдуму']","['законопроект', 'о', 'реформе', 'ран', 'внесен', 'в', 'госдуму']",1,0.75,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2190,2393,1790,5875,"['глава', 'отделения', 'пенсионного', 'фонда', 'по', 'кбр', 'получил', 'условный', 'срок']","['главе', 'пенсионного', 'фонда', 'кбр', 'дали', 'условный', 'срок', 'за', 'аферу']",1,0.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2191,2394,1904,5977,"['росавиация', 'разрешила', 'red', 'wings', 'вернуться', 'в', 'небо']","['росавиация', 'вернула', 'лицензию', 'авиакомпании', 'red', 'wings']",1,0.3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,2395,1903,5978,"['яндекс', 'выпустил', 'собственный', 'мобильный', 'браузер']","['яндекс', 'представил', 'мобильный', 'браузер']",1,0.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,2396,1971,6047,"['производство', 'водки', 'в', 'россии', 'сократилось', 'на', 'треть']","['производство', 'водки', 'в', 'мае', 'снизилось', 'на', 'треть']",1,0.5555555555555556,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,2397,1800,5876,"['обвиняемый', 'в', 'убийстве', 'брата', 'с.цапка', 'оправдан', 'судом']","['присяжные', 'оправдали', 'обвиняемого', 'в', 'убийстве', 'брата', 'цапка']",0,0.5555555555555556,79,0,0,0,0,0,0,1,1,0,0,0,0,0,0
